titulo,descricao,id_video,canal
A GRANDE MARCA DO AGRONEGÓCIO BRASILEIRO - A HISTÓRIA DA AMAGGI,"A Amaggi é um grupo brasileiro do agronegócio que atua em segmentos como trading de grãos, transporte fluvial, ...",D8SOGdIfam0,Histórias Empreendedoras
História do GRUPO CAOA | Conheça esse empresário Brasileiro que nos deixou recentemente | #CAOA,"Provavelmente você já ouviu falar do Grupo CAOA, mas você sabe o que significa essa sigla e a história desse grupo? Conheça ...",PfAVdKvt1Jc,Relatividade Além do Tempo
“Você vai sair daqui com um investimento e com um genro.” | Shark Tank Brasil,"O jovem empreendedor David Braga tem apenas 15 anos, mas já abriu a sua própria empresa, a List It, uma start up que facilita a ...",x5ethCua8lg,Shark Tank Brasil
"A história da Gurgel Motores, a fabricante de automóveis brasileira","Alguém da sua família chegou a ter um Gurgel? Neste vídeo, a gente conta um pouco da história da Gurgel, a primeira ...",kk4c12Cjpx8,Fatos Desconhecidos
BILIONÁRIOS BRASILEIROS. Top 5 Empresários Brasileiros. Descubra a história de sucesso deles.,Os 5 empresários brasileiros mais ricos são uma inspiração para todos nós. Eles são exemplos de como é possível alcançar o ...,kMzcsf7yctE,Top 5 Curiosidades
A HISTÓRIA DA ECONOMIA BRASILEIRA uncut │ História do Brasil,A HISTÓRIA DA ECONOMIA BRASILEIRA uncut │ História do Brasil #ApoieEssaIdeia - CROWDFUNDING: ...,CvVtzDFoQmU,reVisão
A CONTROVERSA HISTÓRIA DA AMÉRICA LATINA LOGÍSTICA - ALL,HISTÓRIA ALEXANDRE BEHRING - https://youtu.be/Lq5nFXpPa-I - 6 PILARES DE GESTÃO DE JORGE PAULO LEMANN ...,afuSnKmgor0,Passo a Passo Empreendedor
A HISTÓRIA DO ÚNICO BRASILEIRO SÓCIO DO DONALD TRUMP | ZANON CAST (EPISÓDIO 26),"Fala pessoal, beleza? No Zanon Cast de hoje eu e meu irmão, Gustavo Zanon, conversamos com o grande empreendedor e ...",2ae0l6B1YR8,Reinaldo Zanon
IBTV conta grandes histórias de empresários brasileiros,Programa fala de líderes e empreendedores inspiradores em suas respectivas áreas.,MW2X4u0nqA0,CARAS Brasil
"Business Brasil-USA com Enivaldo Medeiros, a história de empresários brasileiros na América (S-1)",KPM BUSINESS ENTREPRENEURS é mais um canal de comunicação da KPM Business para você. Aqui você poderá ...,m4j6Bo3TCCs,KPM Business
A FÁBRICA BRASILEIRA DE BILIONÁRIOS - A HISTÓRIA DA WEG S.A.,Conheça nosso Curso ''Mentalidade Empreendedora Passo a Passo'': ...,wsMe2dtAQIs,Passo a Passo Empreendedor
A História de João Appolinário | O Empreendedor Brasileiro de Sucesso #empreendedorismo #sharktank,Conheça nosso site de Reviews de Produtos. ✨ Acesse agora ​   http://www.ofertaninja.com.br #OfertasDaBlack ...,VLH50fTeSUg,CANAL DO EMPREENDEDOR
O WALT DISNEY BRASILEIRO? - A HISTÓRIA DE BETO CARRERO,Beto Carrero foi um artista e empreendedor brasileiro e responsável pela criação de um dos maiores parques de diversão do ...,kpCp3gUkEr8,Passo a Passo Empreendedor
► Jorge Paulo Lemann - Entrevista com um dos maiores empresários Brasileiros da História,Jorge Paulo Lemann - Entrevista com um dos maiores empresários Brasileiros da História - por Patrícia Meirelles ...,QlIHt6CMml4,Dr. Álex Cavalcante Saúde Mental & Espiritualidade
O BILIONÁRIO MAIS EXTRAVAGANTE DA FÓRMULA 1 - A HISTÓRIA DE LAWRENCE STROLL,Ser dono de uma equipe de Fórmula 1. Ter sua própria fábrica de superesportivos. Financiar o seu filho para se tornar um piloto ...,4Yw6egMESOU,Passo a Passo Empreendedor
"A Historia de Monteiro Lobato, um Empreendedor Brasileiro.","A trajetória de Monteiro Lobato é emocionante e cheio de altos e baixos, digno de empreender em um País tão desafiador como ...",TeIZEMninOU,TODOS PELO FUTEBOL
&quot;Empreendedores Brasileiros em Dubai: Histórias de Sucesso no Mercado Internacional&quot;,"Missão do Sebrae-SP para Dubai coloca empreendedores frente a frente com empresário em Dubai, nos Emirados Árabes.",EFVBByJih10,Sebrae SP
A história do grande empreendedor brasileiro Flávio Augusto,"Neste vídeo eu vou compartilhar com vocês a história desse grande empreendedor brasileiro chamado Flávio Augusto, ele é ...",bOht25vyIvc,Lari Finanças
"A história de Fernandinho Beira-Mar, o “Escobar Brasileiro - O Caso","Durante muitos anos, Fernandinho Beira-Mar foi o maior traficante do Brasil e o mais procurado pela polícia. Neste episódio do ...",GatGgMMWb6o,Fatos Desconhecidos
HISTÓRIA ILUSTRADA (MERCANTILISMO).,Prepare-se para o ENEM com o HISTÓRIA 10: http://historia10.com.br Seja um Padrinho do Canal: ...,33nM1pNEzkw,Parabólica
História da aviação comercial brasileira.,,jVwXcPoBaXo,Siesta Box 
Empreendedores Recebem Duas Propostas de R$1 MILHÃO dos Tubarões | Shark Tank Brasil,"Rodrigo e Hugo são co-fundadores da ""Ledax"", uma empresa que trabalha com fabricação de luminárias de Led fornecendo ...",6-0bHnylcOE,Shark Tank Brasil
A MONTADORA 100% BRASILEIRA - A HISTÓRIA DA AGRALE,"Uma das maiores fabricantes automobilísticas do Brasil, a Agrale é a empresa líder do Grupo Stedile, que engloba também as ...",9UQKhdVhz0E,Histórias Empreendedoras
"A história do Bob&#39;s, o primeiro fast food brasileiro",A primeira rede de fast food criada no Brasil ironicamente (ou não) foi fundada por um americano. Ele se chamava Bob ...,pmPYLMeU0eo,Curioso Mercado
IBG - Indústria Brasileira de Gases  | &quot;A História Inspiradora do Empresário Newton de Oliveira&quot;,"""Lançamento do Livro 'Obstinação - Be The Best' | A História do Empresário Newton de Oliveira - INDÚSTRIA BRASILEIRA DE ...",aylD7XMHo3g,Apresentador Hildon Rocha 
7 histórias motivadoras de sucesso de empreendedores Brasileiros,"Selecionamos para você 7 histórias inspiradoras de empreendedores Brasileiros de muito Sucesso, esperamos que possa ...",31bjBSuITqs,Reflexões Inteligentes
"História do maior empreendedor do sertão brasileiro, Delmiro Gouveia.","Na aula de hoje o Professor Boy conta a história do maior empreendedor do sertão brasileiro, Delmiro Gouveia. Este vídeo foi ...",O3X8p3bVy8c,Gilson Brito
Câmera flagra assassinato de jovens na Grande São Paulo | SBT Brasil (02/05/20),"Uma câmera de segurança flagrou o assassinato de dois jovens na cidade de Carapicuíba, na Grande São Paulo. Os suspeitos ...",cLkZJDMzgh0,SBT News
A GRANDE MARCA DOS CARROS BRASILEIROS - A HISTÓRIA DA CAOA,"Com mais de 40 anos de história, o Grupo Caoa é o maior conglomerado de distribuição e produção de veículos da América ...",VoPhD5JAq8g,Histórias Empreendedoras
O Profissional do Futuro | Michelle Schneider | TEDxFAAP,Nessa Ted Talk Michelle fala sobre o profissional do futuro. Ela aborda a evolução do mercado de trabalho nos últimos anos e as ...,9G5mS_OKT0A,TEDx Talks
"🔥A História do Orlando City, Time do Empresário Brasileiro Flávio Augusto",orlandocity #flavioaugusto #historia #futebol #mls.,B1tRhVqdcXk,Black Cartel Fut
"No #g1, veja a história do Hélio e de outros brasileiros que não vivem nem com 1 salário mínimo.",,IwmpJ-E-TBQ,g1
Fotos com História: Sílvio Santos - Comunicador e empresário brasileiro,"Sílvio Santos (1930) é um apresentador de Televisão e empresário brasileiro. Começou a trabalhar como camelô aos 14 anos, ...",DRLhwWXUGGE,Fotos com História
O Que Fazer Com TANTO Dinheiro? | Shark Tank Brasil,Leonardo Arruda é empresário e proprietário de uma loja de tintas e decorações há mais de 10 anos e montou uma indústria de ...,LdPMkF17Gk8,Shark Tank Brasil
A história da Startup brasileira QuintoAndar,"QuintoAndar é uma startup brasileira de tecnologia focada no aluguel de imóveis, fundada no início de 2013 por Gabriel Braga e ...",Yo144n3n9OM,Design de Negócios
Implante de chip na mão vira alternativa para modernizar meios de pagamentos,"Depois do pagamento por aproximação, empresas implantam chip em humanos para pagamentos.",OlnmdBE0NGo,Band Jornalismo
O ELON MUSK Brasileiro! Conheça a história de João Gurgel.,"Ele foi um engenheiro e industrial brasileiro do ramo automobilístico. Ele montou, em 1969, uma fábrica com a proposta de ...",1pU6BnW3NdQ,Valor em Ação
Desigualdade Racial no Brasil - 2 minutos para entender!,"Entenda em 2 minutos o que é a desigualdade social no Brasil, a cada 12 minutos um negro é assassinado. Não para por aí: a ...",ufbZkexu7E0,Superinteressante
A HISTÓRIA DA KLABIN - UM COLOSSO BRASILEIRO,Conheça nosso Curso ''Mentalidade Empreendedora Passo a Passo'': ...,Ohq4VbhpWlE,Passo a Passo Empreendedor
Entrevista com o elenco de Shark Tank Brasil | The Noite (23/11/21),"Camila Farani, Caito Maia, Carol Paiffer, João Appolinário e José Carlos Semenzato, estiveram no palco do The Noite para uma ...",sQfwQOOWEVA,The Noite com Danilo Gentili
O ELON MUSK Brasileiro! Conheça a história de João Gurgel.,"Ele foi um engenheiro e industrial brasileiro do ramo automobilístico. Ele montou, em 1969, uma fábrica com a proposta de ...",1pU6BnW3NdQ,Valor em Ação
MOTIVAÇÃO como vencer com um Q12. Acompanhe a História do empresário brasileiro.,"Esse é um vídeo feito a partir do artigo de Maurício Góes palestrante, véiculado na revista Vencer.",qtzManLw_tQ,Clayton Collins
Comecei a fazer 80 anos com 29 | Abilio Diniz | TEDxSaoPauloSalon,"Abílio Diniz, empresário, apresenta aos seus 81 anos ideias inspiradoras sobre longevidade com qualidade. Atividade física ...",6Cs7C9cu9og,TEDx Talks
Como Putin virou líder que comanda a Rússia e intriga o mundo | 21 notícias que marcaram o século 21,"Os americanos Barack Obama, George W. Bush e Donald Trump; a alemã Angela Merkel; os chineses Hu Jintao e Xi Jinping; ...",P3PNd7YoBcQ,BBC News Brasil
O que a Brasil Paralelo não quer que você saiba? - Documentário BRASIL PARASITA,a face oculta paralela: a brasil paralelo vai tentar derrubar este vídeo. Mas ele é fruto de algo maior: mais de 50 criadores estão ...,p59tP5eCP8I,NORMOSE
Empresário quer acabar com os boletos! | Shark Tank Brasil,"Rafael Machado fundou a Deixa Que Eu Pago, uma empresa que possibilita o pagamento de contas via cartão de crédito.",-WMn1KKHI3M,Shark Tank Brasil
Conheça as histórias dos brasileiros que prosperaram do outro lado do mundo,"Com a falta de oportunidades profissionais no Brasil, muitos brasileiros vão tentar a vida na Austrália. Conheça o engenheiro que ...",Eoi1islkvpg,Câmera Record
Segredo da Fortuna: ex-diarista vira empresária da construção civil,"Eliane não completou o ensino fundamental, mas transformou a rotina. De ex-diarista, virou especialista em demolições.",Twl14tVz6BI,Hoje em Dia
a história de um grande empresário Brasileiro !,,XNv8nTVZ-Rs,Te Interessa ?
HISTÓRIA ILUSTRADA (MERCANTILISMO).,Prepare-se para o ENEM com o HISTÓRIA 10: http://historia10.com.br Seja um Padrinho do Canal: ...,33nM1pNEzkw,Parabólica
A história do economista brasileiro que virou monge depois de escapar da morte na ditadura do Chile,"Em entrevista à BBC News Brasil, o monge budista Ademar Kyotoshi Sato, de 82 anos, rememora sua vida da infância em São ...",8i2l2VsoxrY,BBC News Brasil
PORQUE OS PROFESSORES NÃO CONTAM A HISTÓRIA COMO O BRASIL PARALELO | BRASIL PARASITA,Como é a metodologia do Brasil Paralelo?,WzB7Ej0poXU,Humberto Matos
Linda historia de sucesso - De menino da roça a bilionário brasileiro - MARTINS,"+ um caso de sucesso. Ex menino de roça q se tornou dono do maior armazém de distribuição da América Latina, A Martins.",gc--LhMyJG0,Luciano Lourenço
Japão: 3 conceitos para entender melhor a cultura do país,"Por causa das Olimpíadas de Tóquio, o Japão virou o centro das atenções do mundo todo. Mas não é de hoje que o país intriga e ...",kDBcmAdl498,BBC News Brasil
A GIGANTE DO PETRÓLEO BRASILEIRO - A HISTÓRIA DA PETROBRAS,"Fundada em 1953 durante o governo do então presidente Getúlio Vargas, a Petrobras é uma das maiores empresas do Brasil e ...",MzmMwN5VnyE,Histórias Empreendedoras
Cherto - 30 anos de história no Franchising brasileiro,A história da Cherto Consultoria se confunde com a história do mercado de franquias no Brasil. Conheça a nossa trajetória e veja ...,4B19qEMRSFc,Cherto Consultoria
Conheça a breve história do empreendedor brasileiro - Flávio Augusto,Siga para mais vídeos.,QClmjhpmd0w,Bruno Leonardo
OS BRASILEIROS MAIS RICOS DA HISTÓRIA,"Dentro das fronteiras do Brasil, forjaram-se impérios econômicos que transcendem o tempo. Neste contexto, exploramos as vidas ...",wHpzQ3b3_Fk,Capital Curioso
Empresários brasileiros e a Vergonha Mundial no Lixo da História,"Uma das categorias profissionais brasileiras que tiveram sua reputação destroçadas com o Golpe de 2016 foi a dos empresários, ...",AcwUy9KFFlc,iVlog
A HISTÓRIA DA CULINÁRIA BRASILEIRA - OLIVIER ANQUIER,ASSISTA a este episódio completo: https://www.youtube.com/watch?v=HbuR-WdnHFg ASSISTA a partir deste episódio: ...,UmKlxUF5XkA,Cortes do Inteligência [OFICIAL]
Empreendedor com história de vida que inspira os brasileiros pode ser deputado federal por Goiás,A TV Correio Goiano é a primeira TV que usa como plataforma de transmissão de conteúdos a internet. Nossa programação ...,8ZLydFe2mQo,TVCG - TV Correio Goiano
O venezuelano explicou o motivo de estar no Brasil | The Noite (18/05/21),"O mágico hoje consegue trilhar sua carreira no Brasil, mas explicou o motivo real de ter vindo para o Brasil a ponto de deixar sua ...",derwTM9TnVU,The Noite com Danilo Gentili
O Agronegócio E Seus Milhões | Shark Tank Brasil,"Andrieli e Josiel são da ""NJ7 Fertilizantes"". Localizada no norte do Espírito Santo, na cidade de Jaguaré e Sooretama, a empresa ...",8vBrqse3YLA,Shark Tank Brasil
História do comércio brasileiro,Nessa aula iremos entender como o Comércio Brasileiro é uma evolução das práticas relacionais desenvolvidas desde os povos ...,-iwXxShJINc,Prof. Rafael - Cola no Careca
O Vendedor de Sonhos - Trailer Oficial [HD],"O VENDEDOR DE SONHOS, filme de Jayme Monjardim baseado na obra de Augusto Cury, estreia 8 de dezembro nos cinemas!",sifAzV5Z6x4,Warner Bros. Pictures Brasil
Empreendedora Recebe 4 PROPOSTAS dos Tubarões | Shark Tank Brasil,"Karine Santos é a fundadora da ""Wakanda"", um negócio de impacto social que traduz o empreendedorismo tradicional para uma ...",nH8FYHqXmL4,Shark Tank Brasil
Japão e Brasil | Laços de Amizade,"Uma amizade que ultrapassa fronteiras! ❤️ “Laços de Amizade”, animação inédita lançada na Live ""Festival do Japão"", conta a ...",6Pb9z9Mx2iU,Turma da Mônica
A história da cidade brasileira que foi tomada por pés de maconha,"Na década de 90, uma pequena cidade do Rio Grande do Norte foi praticamente tomada pelos pés de uma planta suspeita.",JwE3xxgkh5k,Fatos Desconhecidos
Porque os Empresários estão saindo do Brasil? Aumentando a Fuga de capital no Brasil,Porque os Empresários estão saindo do Brasil? Aumentando a Fuga de capital no Brasil Faça uma consulta com nossa ...,vTTuidPYgtY,Toledo e Advogados Associados
&quot;Se Continuar Esse Leilão Eu Pulo Fora!&quot; | Shark Tank Brasil,"Carol e Yuri são co-fundadores da ""Insider"", uma empresa que desenvolveu camisetas anti-suor e anti-odor. Eles buscam um ...",yE-Pc4VGXwI,Shark Tank Brasil
Como surgiu o IFood? História e Insights da maior empresa brasileira de tecnologia | Marcus Marques,Conquiste até 5 anos de lucros e resultados em até 12 meses Clique no link para saber mais sobre o Acelerador Empresarial: ...,f4hbj6bpGvQ,Marcus Marques - Acelerador Empresarial
&#39;&#39;O &#39;&#39;MARK ZUCKERBERG&#39;&#39; BRASILEIRO&#39;&#39;- A HISTÓRIA DE GUSTAVO CAETANO,Vídeo sobre o Livro Pense Simples: https://www.youtube.com/watch?v=J5-N4qbi8JU Livro Pense Simples: ...,OtMiSoWbWFY,Passo a Passo Empreendedor
Pitch criativo surpreende os tubarões | Shark Tank Brasil,"Os fundadores da TinDin, Fábio Rogério e Eduardo Schroeder, encontraram um forma muito criativa de apresentar a plataforma ...",Q3wa-tWIlUc,Shark Tank Brasil
Cabrini fica frente a frente com Fernandinho Beira-Mar em entrevista reveladora | Conexão Repórter,"Ele nasceu sob o nome Luís Fernando da Costa, mas seu destino foi ditado e selado pelo codinome Fernandinho Beira-Mar.",a-qOZFZWYrw,SBT News
A HISTORIA DE WASHINGTON BRASILEIRO,CONHEÇA A VERDADEIRA HISTORIA DE WASHINGTON BRASILEIRO ! PRINCIPAL PLAYLIST DO CANAL EMERSON YSLLEY ...,jhe7DK_uq38,Emerson yslley
"Fotos com História: Galvão Bueno - Locutor, empresário, radialista e apresentador brasileiro","Carlos Eduardo dos Santos Galvão Bueno, mais conhecido pelo sobrenome Galvão Bueno, é um locutor esportivo, empresário, ...",ZUmkEzodiVM,Fotos com História
A HISTÓRIA DO INSTAGRAM - E DO BRASILEIRO QUE AJUDOU A CRIAR A PLATAFORMA,"Nesse vídeo você vai conhecer a história do brasileiro que junto ao americano Kevin Systrom, ajudou na criação do Instagram.",MA-oBINkNGQ,Passo a Passo Empreendedor
HISTÓRIA DE SUCESSO DE UM BRASILEIRO NO EUA 🇺🇸,INSTA: @RoniFdeSouza e-mail para contato: Rflyservices68@gmail.com.,5dDMRK6cHak,Roni Rfly
A GIGANTE DO AÇO BRASILEIRO - A HISTÓRIA DA GERDAU,"Fundada em 1901 em Porto Alegre, no Rio Grande do Sul, a Gerdau é uma das maiores fabricantes de aço das Américas.",tLnWkFQOI5Q,Histórias Empreendedoras
História da aviação comercial brasileira.,,jVwXcPoBaXo,Siesta Box 
REVOLUÇÃO INDUSTRIAL: RESUMO PARA VESTIBULAR | HISTÓRIA | QUER QUE DESENHE?,BLACK FRIDAY com os maiores descontos do ano! 5 cursos pelo preço de 1: https://bit.ly/40PRSGx ----------- Neste vídeo do ...,Y1S7_OD9Viw,Descomplica
Histórias de Sucesso: Empreendedores Brasileiros pelo Mundo - Entrevista com Mariana da Herbes Sages,"Nossa entrevistada, Mariana Brayner, natural de Recife, mudou-se para o Canadá em 2013. Residindo no país há quase 14 ...",pDNlVBGTvq4,EBM Conecta Talk
Iceberg da História Brasileira,"Uma seleção de fatos e acontecimentos pitorescos, curiosos e até assustadores sobre a história do Brasil em apenas um vídeo.",PL546YOjIbg,Almanaque Mundo
História Brasileiros Deportados dos Estados Unidos por causa do WHATSAPP,Nesse vídeo eu conto a história da família de Brasileiros Deportados dos Estados Unidos por causa do Whatsapp. Quantos ...,NrRkhW-PzxI,Toledo e Advogados Associados
A MARCA DO ÔNIBUS BRASILEIRO - A HISTÓRIA DA MARCOPOLO,"A Marcopolo S.A. é a maior encarroçadora de ônibus da América Latina e a terceira maior do mundo, presente em mais de 140 ...",nHv7r-kuQH8,Histórias Empreendedoras
A CHURRASCARIA BRASILEIRA QUE DOMINOU O MUNDO - A HISTÓRIA DA FOGO DE CHÃO,"A mais emblemática churrascaria brasileira, a Fogo de Chão foi fundada em 1979 por Arri Coser, gaúcho natural da cidade de ...",O-pKGzfSoNk,Histórias Empreendedoras
ELIAS AWAD - PALESTRANTE- MAIOR BIÓGRAFO DO BRASIL- HISTÓRIAS DE EMPREENDEDORES BRASILEIROS.,"Trailer de divulgação de Elias Awad - escritor, biógrafo e palestrante. ================= ✓ Inscreva-se no canal ✓ Ative o ...",4OC7PPE3kpE,ELIAS AWAD
BRASIL PARALELO REVELA DETALHES DO DOCUMENTÁRIO SOBRE A DITADURA MILITAR | Gustavo Gaiofato,OBRIGADO POR TER VISTO ATÉ AQUI! TORNE-SE MEMBRO DO CANAL E ACESSE CONTEÚDO EXCLUSIVO ...,fYan5sq0EoM,História Cabeluda
OS PRIMÓRDIOS DO GOLPE DE 1964 - EDUARDO BUENO,"Foi um golpe premeditado. Por dez longos anos a direita conspirou contra os governos populistas de Vargas, JK e João Goulart, ...",OZCz4CMI-mQ,Buenas Ideias
A MARCA DA AGRICULTURA BRASILEIRA - A HISTÓRIA DA STARA,"Fundada nos anos 60, a Stara é uma das maiores fabricantes de máquinas e implementos agrícolas do país, almejando estar ...",9Y97WrIJqaU,Histórias Empreendedoras
OS PRIMÓRDIOS DO GOLPE DE 1964 - EDUARDO BUENO,"Foi um golpe premeditado. Por dez longos anos a direita conspirou contra os governos populistas de Vargas, JK e João Goulart, ...",OZCz4CMI-mQ,Buenas Ideias
A MARCA DA AGRICULTURA BRASILEIRA - A HISTÓRIA DA STARA,"Fundada nos anos 60, a Stara é uma das maiores fabricantes de máquinas e implementos agrícolas do país, almejando estar ...",9Y97WrIJqaU,Histórias Empreendedoras
O Que é Responsabilidade Social?,Quem deve ter essa tal de responsabilidade social? Antes de falarmos sobre RESPONSABILIDADE SOCIAL eu preciso lembrar ...,PT0dT33D7XQ,Elaborando Projetos - Sociais e Culturais
"A história da Beep Saúde, empresa brasileira que chamou a atenção do fundador do Facebook",patrocinado #xpempresas Beep Saúde: como a startup chamou a atenção do fundador do Facebook Um médico com veia ...,_2sZ-3bLVX0,InfoMoney Business
Conheça a história do brasileiro que se tornou empresário em Orlando| Melhor da Tarde,Conheça a história do brasileiro que se tornou empresário bem-sucedido em Orlando. #MelhorDaTarde.,Mf0pm6z5szw,Melhor da Tarde
O que é inflação,Nexo explica o que há de verdadeiro na sua sensação de que o preço das coisas está sempre mais alto que o valor do seu ...,ZZEFReskU0Y,Nexo Jornal
MUSEU MILITAR BRASILEIRO   PRESERVANDO NOSSA HISTORIA     Viagem na Historia,"O Museu Militar Brasileiro foi fundado em 18 de Novembro de 2009, e aberto ao público para visitação em fevereiro de 2011.",1F43u-MOtUU,Viagem na História
A história da Expresso Brasileiro. Manoel Diegues abre mão do negócio.,"Independentemente de qual versão seja a mais próxima dos fatos, é inquestionável que a crise decorrente da longa pendência ...",F2OUPrIEyMQ,Rádio Ônibus
A História da Natura: Como A Empresa Brasileira se Tornou um Líder Global em Sustentabilidade,A Jornada da empresa Natura é um exemplo para ser seguido Mundialmente! A história da Natura é uma prova de que é ...,5QgDuuMTWTo,Falando de Empresas
Nada pode parar a gente,"Nada pode parar Megan Rapinoe, Serena Williams, ou Lebron James. Assim como nada pode parar Naomi Osaka, Cristiano ...",_wLlhIU1KiY,Nike do Brasil
"Esse homem foi o maior empreendedor brasileiro da história, conheça Irineu Evangelista","trajetória de Irineu Evangelista de Sousa, o Barão de Mauá, que revolucionou a economia brasileira no século XIX. Uma história ...",nq2e8DV9c2A,Pitaco Empreendedor
Todos Podem Empreender | Lina Maria Useche Kempf | TEDxSaoPaulo,Lina acredita que todos podem empreender e conta dos casos que conheceu como co-fundadora da Aliança Empreendedora ...,AQXAf7--8H8,TEDx Talks
História da Montadora Brasileira JPX,o Marcas agora está no telegram vou deixa o link para vocês Canal focado em trazê as histórias das marcas de veículos ...,l79-OrC7nxk,Montadoras e Histórias
História Família Brasileira Deportada dos Estados Unidos porque Mentiram na Imigração,Esse vídeo é um corte/resumo de uma história que já contei aqui no canal. Eu sempre faço alerta sobre os motivos que os ...,n58YEgpbNkk,Toledo e Advogados Associados
"TUDO QUE VOCÊ PRECISA SABER SOBRE A ERA VARGAS: tá longo, mas vale a pena! (Débora Aladim)","Se o vídeo te ajudou, compartilhe e valorize meu trabalho! ❤️ RESUMO ESCRITO DA AULA: ...",jQU6Ojetq8M,Débora Aladim
WEG: A Gigante do Brasil,"Chamada de fenômeno da bolsa em 2020 e fábrica de bilionários, a WEG é uma empresa que lidera a transformação energética ...",82duicSsIdo,Elementar
CARLOS KAISER: O MAIOR CONTADOR DE HISTÓRIA DO FUTEBOL BRASILEIRO,"Charla completa com Carlos Kaiser: https://youtu.be/LfvCRM4-xpo O Charla Podcast #188 recebe Carlos Kaiser, o Forrest Gump ...",NcpXEK8Qstw,Charla Podcast
A GIGANTE DO ARROZ BRASILEIRO - A HISTÓRIA DA CAMIL,"Fundada em 1963, a Camil Alimentos é líder no beneficiamento, empacotamento, distribuição e comercialização de arroz e feijão ...",t11pe4CgTmk,Histórias Empreendedoras
Brasileiro de origem pobre faz história ao ser aceito no MIT,"Na infância em São Gonçalo, região metropolitana do Rio, Wellington Vitorino driblou as dificuldades para fugir das estatísticas ...",CR0b3MNAOu8,Jornal da Record
Um dos homens mais importantes da história brasileira: Barão de Mauá. #shorts,"Tallis Gomes é um empreendedor que já apareceu na mais conceituada revista de negócios e economia, a Forbes. Além disso ...",xRe_gpPftJ4,Cortes De Negócios
"Barack Obama, do marco histórico ao legado controverso | 21 notícias que marcaram o século 21","A posse de Barack Obama, em 20 de janeiro de 2009, entrou para a história. E por vários motivos. Ele foi o primeiro presidente ...",oyyc1OCu0UU,BBC News Brasil
HISTÓRIAS INCRÍVEIS E QUE VOCÊ RESPEITA! | BRASILEIROS PELO MUNDO QUE FAZEM TODA A DIFERENÇA,Estréia amanhã nossa nova série sobre pessoas extraordinárias que conhecemos durante a viagem e que têm histórias incríveis ...,W8I1aRl4bxc,VAN COM TUDO!
ELON MUSK vs ALEXANDRE de MORAIS,LUIZ AUGUSTO D'URSO - Ciência Sem Fim #237 https://www.youtube.com/watch?v=DU1Fq3pC5cE.,KJEhTB47wxs,Cortes do Ciência Sem Fim [OFICIAL]
PRISCILA SERRANO - TODOS OS BRASILEIROS TEM UMA HISTÓRIA DIFÍCIL | CORTES DO YOUTUBE #Shorts,clique aqui no Priscila Serrano Método SIM↴ https://kiwify.app/JScPqBy?afid=SGFmTel1 ...,6AkcP4PBCJk,Cortes do YouTube
