titulo,descricao,id_video,canal
Adriana Araújo cita frase de Oprah: &#39;Nunca se sinta pequena onde você está&#39; #shorts,"'Oprah é magnética', diz Adriana Araújo após Legends In Town. Jornalista cita frase de apresentadora, que disse: 'Nunca se ...",k79DR_KY3Lw,Band Jornalismo
Cavalo invade estação de trem na Austrália,Passageiros de uma linha de trem na Austrália levaram um susto:/ um cavalo invadiu a plataforma! Era quase meia-noite em ...,5bpcIw5_RG8,Band Jornalismo
Sindicato de policiais da Alemanha reclama da escassez de uniformes,"Sindicato de policiais do estado da Baviera, no sul da Alemanha, reclama da escassez de uniformes na corporação e divulga ...",iEGJJ8nqZDA,Band Jornalismo
"&quot;Não dá para cassar na base da busca do &#39;pelo em ovo&#39;&quot;, diz Oinegue sobre Moro","""Não dá para cassar o camarada na base da busca do 'pelo em ovo'"", diz Oinegue sobre resultado do julgamento do TRE-PR ...",pbfWyaoZT6g,Band Jornalismo
Área de escape já evitou 224 acidentes em rodovia no Sul | Jornal da Band,A área de escape na rodovia que liga os estados do Paraná e Santa Catarina tem evitado acidentes principalmente envolvendo ...,5SQyjd6xQA4,Band Jornalismo
Joe Biden declara que Israel cometeu &#39;erro em Gaza&#39; | Jornal da Band,"O presidente dos Estados Unidos, Joe Biden, fez críticas mais duras ao primeiro-ministro Benjamin Netanyahu Canal Principal ...",wAlKdvRA_dQ,Band Jornalismo
Governo prorroga isenção de vistos para turistas dos EUA | Jornal da Band,"O setor do turismo comemora a prorrogação da isenção de visto para turistas dos Estados Unidos, Canadá e Austrália entrarem ...",46JcAnw9_NQ,Band Jornalismo
Justiça nega exumação do corpo de Gal Costa | Jornal da Band,"A Justiça negou o pedido de exumação do corpo de Gal Costa, mas pediu investigação das circunstâncias da morte da cantora.",eDERb3i-RpM,Band Jornalismo
Justiça Eleitoral do PR decide pela não cassação de Sergio Moro | Jornal da Noite,"Por 5 votos a 2, a Justiça Eleitoral do Paraná decidiu não cassar o mandato do senador Sergio Moro Canal Principal ...",iezSW4Po9AU,Band Jornalismo
Gaza: Netanyahu diz que a invasão de Rafah está mantida | Jornal da Noite,"Apesar de toda a pressão internacional, o premier de Israel, Benjamin Netanyahu, voltou a falar no ataque a Rafah, cidade que ...",Uq97h7abCjM,Band Jornalismo
Câmara dos Deputados aprova manutenção da prisão de Chiquinho Brazão | Jornal da Band,"O Plenário da Câmara aprovou o parecer favorável à prisão deputado Chiquinho Brazão, preso desde o dia 24 de março sob ...",0GS-JE6uxu4,Band Jornalismo
Criminosos usam avião clonado para traficar drogas para o Brasil | Jornal da Band,"De carro e moto clonada você já ouviu falar, né? ? E de avião clonado? O monomotor carregado de cocaína que a Força Aérea ...",ij4pSxQ7GNo,Band Jornalismo
Estudante morre durante tiroteio entre milicianos no RJ | Jornal da Noite,"A polícia está atrás de milicianos que entraram em confronto na Baixada Fluminense. Um estudante morreu no tiroteio, uma ...",X3W8aoxThqQ,Band Jornalismo
BandNews em 2 minutos (10/04/24 - Manhã) Prisão de Brazão vai ao plenário da Câmara hoje,"O presidente da Câmara, Arthur Lira, decidiu levar ao plenário o pedido de prisão do deputado Chiquinho Brazão, logo após a ...",MCNrfQx9628,Band Jornalismo
Teto de shopping center desaba em Recife | BandNews TV,"Devido as fortes chuvas parte do teto da praça de alimentação do shopping tacaruna, no Recife, desabou. No momento da ...",12mQwROjjyg,Band Jornalismo
China diz não aceitar pressão sobre relação com a Rússia | BandNews TV,A China deu um recado de que não vai aceitar críticas ou pressão sobre a relação que tem com a Rússia. Mais notícias no site ...,rQrka10ZdZk,Band Jornalismo
Venda de carros 0 km cresce no primeiro trimestre de 2024 | Jornal da Band,Os brasileiros já compraram mais de 500 mil carros novos em 2024. O país registrou 514.517 novos emplacamentos no primeiro ...,aoPEbcHWluA,Band Jornalismo
Novos ataques de Elon Musk repercutem em ações no Congresso e no STF | Jornal da Noite,"Na Câmara, um grupo vai discutir novo projeto contra as fake news. O anúncio veio após o Supremo marcar julgamento de ações ...",SEdsUo-IACU,Band Jornalismo
"&quot;Não se pode buscar a cassação leviana de mandatos&quot;, diz Sergio Moro | BandNews TV","O BandNews TV, entrevistou na tarde desta quarta-feira (10), com o Senador Sergio Moro, do União Brasil do Paraná.",tiizvoTuMBw,Band Jornalismo
"Capital &amp; Mercado - Ruy Shiozawa, CEO e co-fundador do Ecossistema Great People","O programa desta semana recebe Ruy Shiozawa, CEO e co-fundador do Ecossistema Great People. Empresa que soma a ...",TJFL2LrEl8Y,Band Jornalismo
"Inflação surpreende e sobe para 3,5% nos Estados Unidos | BandNews TV","A inflação nos Estados Unidos veio mais alta do que o esperado, subindo para 3,5%. Mais notícias no site band.com.br Canal ...",xUdlX9zH3RQ,Band Jornalismo
Acidente na Rodovia Fernão Dias | Bora Brasil,Uma carreta carregada com tecidos pegou fogo esta manhã após o motorista perder o controle e bater contra o canteiro central ...,XJY-W0zLPQQ,Band Jornalismo
Senado convida Elon Musk para audiência sobre redes sociais | BandNews TV,A Comissão de Segurança do Senado aprovou o convite ao bilionário Elon Musk para audiência sobre bloqueios de perfis em ...,kXrxY74LVOI,Band Jornalismo
Cláudio Humberto: CCJ decide manter prisão de Chiquinho Brazão | BandNews TV,A Comissão de Constituição e Justiça da Câmara dos Deputados que decidiu manter a prisão do deputado federal Chiquinho ...,6bCMavGXzBE,Band Jornalismo
"&quot;Resultado do IPCA foi uma surpresa positiva&quot;, diz diretor do Banco Central | Jornal da Band","Resultado do IPCA foi uma surpresa positiva"", diz Paulo Picchetti, diretor do Banco Central. Canal Principal ➤ @BandJornalismo ...",J4cHGOJ11e8,Band Jornalismo
Justiça nega pedido de exumação do corpo de Gal Costa | BandNews TV,"A Justiça de São Paulo negou o pedido de exumação do corpo de Gal Costa, falecida em novembro de 2022, após solicitação de ...",ZJGhEgGvnwQ,Band Jornalismo
Milei vai se encontrar com Elon Musk nos Estados Unidos | BandNews TV,"O presidente da Argentina, Javier Milei, está nos Estados Unidos e deve se encontrar com o bilionário Elon Musk. Mais notícias ...",QBvxua0nJ1g,Band Jornalismo
Fernando Mitre fala sobre o novo projeto das fake news,"Novo projeto das fake news é o tema do comentário de Fernando Mitre na coluna ""A Notícia"". Saiba mais em: ...",2onEEOHUJhI,Band Jornalismo
Petrobras descobre petróleo na Bacia Potiguar | Bora Brasil,"A Petrobras anunciou que descobriu petróleo na Bacia Potiguar, que fica entre o Ceará e o Rio Grande do Norte Canal Principal ...",u3KhudGHs_w,Band Jornalismo
Previsão do tempo: quinta-feira será de temporais espalhados país | Jornal da Band,Previsão do tempo: quinta-feira será de temporais em todo o país. Confira: Canal Principal ➤ @BandJornalismo Redes ...,Vw_vy1A6QF0,Band Jornalismo
Físico do &quot;bóson de Higgs&quot; morre aos 94 anos | Jornal da Noite,"Morreu um dos maiores nomes da física, Peter Higgs. O cientista descobriu um elemento-chave do universo, apelidado de ...",LinWv1FHhxs,Band Jornalismo
Novo cangaço: um morto e dois presos após ataques em SP | Bora Brasil,Um morre e dois suspeitos de envolvimento em ataques no interior de São Paulo são presos. Um dos detidos é um ex-policial ...,ESPdlElCreA,Band Jornalismo
Sergio Moro: &quot;O TRE preservou a soberania popular | BandNews TV,Sergio Moro se pronunciou após desembargadores do Tribunal Regional Eleitoral do Paraná decidirem pela absolvição de seu ...,eKWusernXyE,Band Jornalismo
"Tubarão-baleia de 12m é visto na Região dos Lagos, no RJ | Bora Brasil","Arraial do Cabo, na Região dos Lagos, no Rio de Janeiro, recebeu um visitante especial: um tubarão-baleia Canal Principal ...",kXT_91ctjdA,Band Jornalismo
Genocídio em Ruanda: 30 anos do massacre | Jornal da Band,"Um dos maiores genocídios da humanidade completou 30 anos. O massacre de oitocentas mil pessoas em Ruanda, na África.",w1r1SNWAuOs,Band Jornalismo
400 kg de drogas: traficantes voltam a ser presos | BandNews TV,"Depois de soltar dois traficantes pegos com mais de quatrocentos quilos de drogas no Mato Grosso, a Justiça voltou atrás e ...",siuEyMzoA_M,Band Jornalismo
[AO VIVO] JORNAL DA NOITE - 09/04/2024,INSCREVA-SE NO CANAL E NÃO PERCA NENHUMA NOTÍCIA DO BRASIL E DO MUNDO. Siga as nossas redes sociais: ...,NJYahbcbzl0,Band Jornalismo
PM é preso em operação sobre morte de advogado | BandNews TV,Mais notícias no site band.com.br Canal Principal ➤ @BandJornalismo Redes sociais: Instagram: /bandjornalismo ...,nh31eDccmc0,Band Jornalismo
Mercado BandNews: Picchetti: elevação de sálarios é efeito da pandemia,"Juliana Rosa, colunista do BandNews, comenta sobre os destaques da economia e sua entrevista com Paulo Picchetti, diretor do ...",nb16GQO2y4c,Band Jornalismo
Moro diz estar &#39;tranquilo&#39; com possibilidade de recurso no TSE | Jornal da Band,O senador Sergio Moro disse estar tranquilo com a possibilidade de recurso no Tribunal Superior Eleitoral em entrevista ao ...,OW9y8JdmniE,Band Jornalismo
Teto de shopping center desaba no Recife após fortes chuvas,"Por causa das fortes chuvas parte do teto da praça de alimentação do Shopping Tacaruna, no Recife, desabou. No momento da ...",bylSeIFAFUY,Band Jornalismo
Influenciadora tem queimaduras graves por conta de desafio | BandNews TV,"Uma influenciadora teve queimaduras graves no pé, apos um desafio com gelo, agua e sal grosso em reality na internet.",p8IrPBcdgo0,Band Jornalismo
Oprah relembra infância difícil e sucesso na TV no Legends in Town | Jornal da Band,A apresentadora americana Oprah Winfrey foi a estrela de um evento inédito em São Paulo. Uma conversa inspiradora que teve ...,mIxMu2hpRM0,Band Jornalismo
Avião do tráfico é interceptado pela FAB | BandNews TV,Um avião do tráfico foi interceptado pela Força Aérea Brasileira. A aeronave suspeita foi vista na fronteira do Paraguai e Mato ...,GZXC6C9NFJo,Band Jornalismo
Namorada de motorista do Porsche presta depoimento | BandNews TV,A namorada do motorista do Porsche que matou um motorista de aplicativo em São Paulo prestou depoimento à polícia.,WgIhiuKnULM,Band Jornalismo
Justiça determina bloqueio de bens de Alberto Fernández | BandNews TV,A Justiça Federal da Argentina determinou o bloqueio de bens e quebra do sigilo bancário do ex-presidente Alberto Fernández.,9vdoQzbo_ZE,Band Jornalismo
Polícia realiza operação contra facções criminosas em 4 estados | Bora Brasil,A Polícia Civil do Rio Grande do Sul e o Ministério da Justiça e Segurança Pública realizam operação contra suspeitos de ...,Z1edog70F3M,Band Jornalismo
[AO VIVO] JORNAL DA NOITE - 09/04/2024,INSCREVA-SE NO CANAL E NÃO PERCA NENHUMA NOTÍCIA DO BRASIL E DO MUNDO. Siga as nossas redes sociais: ...,NJYahbcbzl0,Band Jornalismo
PM é preso em operação sobre morte de advogado | BandNews TV,Mais notícias no site band.com.br Canal Principal ➤ @BandJornalismo Redes sociais: Instagram: /bandjornalismo ...,nh31eDccmc0,Band Jornalismo
Mercado BandNews: Picchetti: elevação de sálarios é efeito da pandemia,"Juliana Rosa, colunista do BandNews, comenta sobre os destaques da economia e sua entrevista com Paulo Picchetti, diretor do ...",nb16GQO2y4c,Band Jornalismo
Panda-gigante nascida na Coreia do Sul é devolvida para China | Jornal da Noite,"Na China, a população espera ansiosa para visitar o filhote de panda devolvida na semana passada pela Coreia do Sul. Fu Bao ...",iMw1LV0mW9o,Band Jornalismo
Moro diz estar &#39;tranquilo&#39; com possibilidade de recurso no TSE | Jornal da Band,O senador Sergio Moro disse estar tranquilo com a possibilidade de recurso no Tribunal Superior Eleitoral em entrevista ao ...,OW9y8JdmniE,Band Jornalismo
